age,overall,pace,shooting,passing,dribbling,defending,physic
27,65,55,26,44,50,63,79
25,65,79,50,60,65,59,58
23,65,67,59,61,68,57,59
26,65,71,64,62,69,62,69
26,65,74,64,49,67,21,59
24,65,73,32,47,47,61,81
26,65,81,54,50,64,61,88
25,65,56,43,52,47,66,75
25,65,82,48,62,70,46,50
25,65,70,58,64,66,42,62
25,65,77,36,57,65,59,66
25,65,73,32,49,53,63,68
26,65,81,39,49,53,60,67
25,65,84,60,60,70,38,65
25,65,91,60,45,62,30,56
25,65,64,35,48,54,66,74
26,65,71,54,61,64,60,70
24,65,74,56,58,68,40,60
26,65,76,42,57,65,62,68
24,65,51,62,50,56,29,68
25,65,80,58,56,71,26,48
26,65,64,35,47,61,64,69
25,65,68,59,64,67,38,51
25,65,59,45,59,62,66,74
26,65,73,60,57,61,63,71
26,65,75,37,53,59,62,68
25,65,89,55,58,67,27,66
26,65,76,59,63,70,48,67
23,65,57,25,37,39,63,71
25,65,75,50,56,60,60,69
25,65,57,61,66,70,54,69
25,65,77,64,41,55,23,65
24,65,73,64,57,65,33,66
26,65,75,56,56,65,37,72
24,65,82,64,56,68,21,54
25,65,52,24,37,44,64,68
26,65,60,26,42,55,64,69
25,65,45,41,51,56,64,74
26,65,46,25,42,47,64,73
27,65,72,26,46,45,64,68
25,65,64,58,67,66,49,57
26,65,73,64,51,61,26,61
26,65,70,63,56,67,31,60
25,65,52,62,51,66,21,56
25,65,69,61,38,55,24,65
25,65,69,65,64,64,41,70
26,65,70,65,46,64,26,53
27,65,58,34,58,52,62,71
26,65,62,41,56,64,60,74
24,65,81,57,60,64,45,60
26,65,59,23,33,41,65,74
25,65,40,58,42,52,63,82
26,65,73,66,46,59,23,62
25,65,62,52,56,59,62,78
25,65,73,63,60,67,36,63
27,65,45,27,33,33,70,61
26,65,54,32,41,35,63,76
26,65,61,37,42,40,66,68
26,65,58,27,44,56,61,72
25,65,70,63,41,66,29,60
24,65,67,58,64,67,28,49
26,65,68,54,63,64,63,66
26,65,64,54,66,65,61,67
26,65,54,60,64,60,60,75
26,65,72,60,64,67,57,73
25,65,66,53,66,64,53,62
26,65,67,44,57,60,62,76
25,65,67,50,56,64,63,62
26,65,83,38,48,58,63,74
25,65,81,57,57,67,49,70
26,65,74,40,57,64,63,67
27,65,61,33,53,58,64,73
25,65,72,60,66,71,41,54
25,65,57,34,42,42,67,68
25,65,63,42,54,61,65,69
26,65,75,65,56,66,36,66
27,65,56,27,45,37,62,75
28,65,51,28,33,33,63,78
26,65,74,39,60,64,59,71
27,65,30,36,47,38,64,74
28,65,71,25,36,43,64,73
24,65,73,61,66,73,45,57
26,65,69,61,53,61,36,69
26,65,72,47,59,67,60,70
26,65,85,39,57,66,56,68
25,65,75,62,55,71,37,49
26,65,72,64,62,65,48,67
28,65,61,59,56,61,62,71
24,65,53,30,42,45,64,72
26,65,67,65,48,60,31,70
26,65,53,52,59,57,60,71
25,65,68,59,60,64,38,74
25,65,76,36,59,67,59,64
26,65,50,46,49,51,64,73
26,65,70,46,65,68,48,64
27,65,66,54,61,62,61,69
27,65,57,27,44,38,67,67
28,65,57,39,49,36,63,76
26,65,65,60,64,65,45,70
24,65,73,59,64,65,45,65
26,65,65,55,62,66,63,62
27,65,64,26,36,44,65,73
25,65,70,67,59,70,31,55
28,65,34,24,38,46,61,77
25,65,81,57,58,69,30,51
26,65,62,28,44,46,64,68
27,65,51,45,35,42,64,81
27,65,65,51,61,64,65,60
27,65,70,64,47,57,35,83
27,65,68,55,57,63,63,80
29,65,67,30,32,35,66,69
28,65,61,32,52,52,62,73
27,65,70,58,61,66,42,62
27,65,60,27,47,56,63,75
27,65,81,25,46,50,62,72
27,65,68,65,60,65,38,68
28,65,54,23,43,51,65,72
29,65,61,22,43,51,59,78
29,65,56,53,61,61,62,74
27,65,37,32,50,55,64,77
27,65,75,49,58,59,63,67
27,65,68,63,50,59,24,74
29,65,41,37,46,39,63,77
26,65,60,48,49,53,64,72
27,65,69,54,62,65,62,63
27,65,58,60,61,70,35,44
27,65,78,54,57,64,63,67
25,65,82,60,52,64,38,76
26,65,85,51,58,67,34,57
28,65,48,48,55,57,63,83
25,65,89,52,55,61,57,78
26,65,72,48,60,62,61,71
27,65,68,61,58,65,33,73
26,65,80,51,57,63,60,67
26,65,58,42,62,64,51,59
26,65,70,37,57,63,62,66
28,65,60,32,46,50,63,71
27,65,72,62,49,62,27,70
27,65,66,49,52,56,63,68
27,65,68,51,64,63,60,75
26,65,75,50,60,69,31,57
26,65,66,61,54,60,28,66
28,65,44,31,45,34,64,74
29,65,44,31,42,42,61,78
27,65,72,34,50,60,63,67
26,65,71,62,58,70,38,58
27,65,57,68,44,55,30,58
27,65,75,28,54,61,64,75
26,65,76,61,58,64,32,54
26,65,72,57,61,65,45,70
26,65,77,62,57,68,25,58
27,65,78,64,54,68,43,63
27,65,72,59,53,65,25,76
25,65,68,64,61,64,48,64
27,65,70,60,64,67,57,69
27,65,75,36,59,62,60,65
28,65,57,29,47,59,65,66
27,65,57,40,55,57,61,79
27,65,65,61,67,65,56,60
27,65,77,62,58,64,25,71
27,65,75,29,50,62,61,69
26,65,76,60,59,69,26,69
27,65,63,33,41,44,59,83
26,65,73,60,61,66,37,67
26,65,82,53,58,69,29,56
26,65,69,56,64,65,60,69
26,65,75,60,62,65,40,59
26,65,64,40,55,60,63,67
26,65,90,49,59,66,29,50
26,65,61,25,46,58,65,59
27,65,62,64,54,61,25,67
41,65,25,52,49,34,61,73
37,65,32,66,61,59,28,69
36,65,34,66,60,62,29,63
32,65,75,57,61,66,41,65
36,65,30,68,48,46,37,73
36,65,58,44,50,50,65,57
35,65,34,35,45,44,64,74
35,65,54,64,56,66,37,62
37,65,47,63,57,60,66,66
34,65,38,36,41,38,63,73
34,65,76,61,64,64,36,61
34,65,64,53,61,60,62,72
36,65,68,50,60,64,61,71
36,65,52,60,68,63,57,59
33,65,73,21,33,38,66,72
37,65,55,64,54,60,38,73
34,65,73,63,66,59,58,72
32,65,34,46,51,37,65,69
36,65,73,55,61,64,60,67
32,65,47,40,49,42,63,73
34,65,43,39,44,47,63,78
37,65,43,63,54,56,35,81
37,65,38,66,70,63,66,57
33,65,64,64,59,64,51,74
33,65,51,61,62,62,60,74
33,65,52,66,54,62,24,66
32,65,33,39,45,54,64,70
32,65,58,66,58,63,36,70
36,65,64,63,56,63,40,66
33,65,47,34,34,38,64,78
35,65,49,68,69,69,63,57
34,65,30,30,48,34,65,67
33,65,66,46,59,60,65,71
32,65,73,61,60,65,29,58
30,65,77,59,60,65,56,68
38,65,33,64,73,65,37,34
31,65,68,60,53,63,39,67
33,65,61,48,62,63,64,65
31,65,63,60,65,60,59,76
31,65,51,50,59,60,62,77
32,65,62,46,58,62,64,68
31,65,61,41,56,62,64,73
33,65,53,45,54,55,63,75
30,65,77,55,57,66,60,69
30,65,63,64,65,62,60,71
31,65,69,32,57,63,62,72
32,65,59,50,62,66,60,64
32,65,69,46,53,65,63,68
33,65,59,50,63,63,64,68
32,65,70,39,52,59,63,76
30,65,61,65,55,67,26,58
31,65,63,43,60,67,64,68
33,65,52,48,48,56,61,74
33,65,67,63,52,69,37,69
36,65,54,60,68,66,56,61
33,65,55,48,60,62,65,71
33,65,66,63,66,66,49,64
33,65,59,40,56,58,67,72
32,65,72,59,66,66,55,63
33,65,63,59,64,64,60,67
29,65,76,58,60,67,50,66
37,65,57,52,61,64,64,69
30,65,72,63,64,66,62,66
32,65,71,40,57,55,62,72
34,65,47,40,53,46,61,83
33,65,35,46,51,48,64,71
31,65,73,30,42,41,63,77
32,65,48,27,43,38,62,74
32,65,51,61,50,59,28,71
37,65,62,57,58,60,67,77
32,65,79,57,62,65,53,60
36,65,35,52,53,59,65,64
30,65,60,60,66,68,41,66
32,65,68,57,62,63,61,71
30,65,42,32,31,39,64,80
29,65,74,58,62,63,64,86
34,65,48,67,45,49,36,75
31,65,54,63,66,65,61,66
31,65,78,60,66,66,57,58
30,65,56,18,52,52,65,72
29,65,70,59,60,62,58,72
28,65,72,66,59,73,25,52
27,65,81,58,63,68,34,61
29,65,76,62,48,56,36,83
32,65,50,39,45,43,63,75
30,65,64,58,66,65,59,62
28,65,62,62,66,65,52,64
30,65,61,56,64,66,59,67
31,65,62,47,52,51,62,78
29,65,55,52,66,62,59,76
30,65,68,32,54,60,62,73
29,65,76,53,61,68,60,62
33,65,68,57,61,65,60,70
29,65,64,63,64,66,53,69
31,65,67,49,61,61,63,70
29,65,64,36,53,51,60,81
30,65,71,53,61,63,63,64
30,65,69,53,59,63,61,71
30,65,65,65,63,64,50,74
29,65,69,64,51,61,34,68
29,65,75,49,61,64,60,71
30,65,76,61,60,68,46,60
32,65,89,58,59,69,42,62
29,65,67,48,56,58,62,76
29,65,77,61,59,69,31,57
31,65,60,43,59,61,65,71
30,65,66,64,49,66,31,63
27,65,74,56,61,65,61,73
27,65,79,60,61,63,46,75
28,65,94,60,52,67,29,60
28,65,71,62,43,61,36,71
30,65,62,64,62,62,31,74
31,65,73,61,55,66,28,71
33,65,60,57,67,66,60,69
30,65,70,58,57,63,59,70
30,65,62,62,63,65,63,64
30,65,59,65,57,60,41,75
32,65,34,54,51,46,60,76
28,65,91,54,59,69,35,61
32,65,68,62,56,64,30,67
28,65,72,62,63,73,43,64
31,65,72,51,62,60,60,72
28,65,59,36,41,47,62,78
28,65,67,60,62,60,64,74
28,65,81,56,57,68,36,50
29,65,79,51,59,68,50,62
27,65,82,62,55,64,41,77
29,65,75,62,62,64,33,65
28,65,71,54,60,60,63,76
29,65,79,50,60,68,61,64
27,65,57,33,51,52,60,80
30,65,79,62,65,68,58,62
28,65,90,58,56,67,38,63
31,65,76,48,58,58,61,77
29,65,74,33,56,60,63,70
28,65,67,49,60,64,60,65
34,65,55,45,58,59,65,64
31,65,58,59,64,64,58,69
32,65,57,41,61,63,67,65
27,65,83,60,53,63,34,69
30,65,77,54,60,63,59,78
31,65,71,61,48,58,29,68
30,65,51,56,56,59,62,75
31,65,61,56,60,63,59,71
29,65,63,49,60,57,61,71
28,65,72,41,56,65,64,69
31,65,71,61,63,66,32,59
29,65,46,43,54,53,65,76
29,65,77,59,61,66,43,65
28,65,56,36,50,50,61,77
28,65,72,61,61,67,56,64
30,65,73,62,59,67,31,60
29,65,75,66,55,65,28,71
29,65,75,60,61,66,27,62
29,65,70,53,61,68,43,62
26,65,63,60,66,65,53,70
27,65,72,61,58,70,36,59
27,65,83,63,53,66,41,59
30,65,72,29,52,58,63,73
28,65,73,58,65,65,56,69
34,65,47,61,58,57,63,74
35,65,41,48,62,62,62,68
28,65,74,42,59,66,63,63
29,65,34,23,40,40,64,70
31,65,69,62,61,63,61,73
29,65,92,58,53,67,37,61
28,65,85,53,56,64,58,74
31,65,66,37,53,54,63,71
30,65,83,64,46,68,22,68
30,65,61,49,60,55,61,73
29,65,71,62,42,65,34,71
29,65,77,39,54,53,61,72
34,65,37,49,54,53,61,74
28,65,67,51,62,67,63,67
27,65,69,62,39,64,24,78
29,65,79,62,52,67,25,55
28,65,71,49,56,64,63,72
28,65,77,63,60,63,35,62
27,65,76,62,57,64,35,72
29,65,67,63,56,62,37,61
27,65,83,63,59,66,27,42
31,65,69,40,60,63,64,65
28,65,86,62,53,70,27,58
29,65,80,59,58,66,39,65
31,65,72,60,63,64,58,72
27,65,91,54,57,69,24,43
31,65,81,59,59,68,27,63
29,65,77,49,60,66,63,57
29,65,74,33,56,64,59,67
27,65,90,56,57,67,30,59
29,65,68,64,55,58,26,75
32,65,65,33,46,58,64,72
26,65,73,42,58,60,63,74
29,65,60,54,63,66,47,67
27,65,76,55,60,70,48,61
30,65,74,50,64,68,46,68
27,65,79,61,52,63,22,65
27,65,81,47,56,66,62,71
27,65,83,56,57,65,34,61
28,65,82,61,57,63,27,63
30,65,75,58,60,68,44,54
30,65,42,23,50,36,63,74
28,65,57,62,66,65,58,65
29,65,59,61,48,59,54,81
27,65,77,62,43,63,21,59
32,65,64,63,61,68,28,57
33,65,36,44,67,61,58,62
38,65,50,54,65,68,61,58
29,65,68,37,54,61,63,62
30,65,65,54,59,60,63,62
30,65,69,62,63,67,38,52
31,65,66,43,52,63,59,75
27,65,75,61,58,65,35,64
38,65,46,46,62,63,64,64
30,65,66,61,63,60,63,68
34,65,66,54,61,63,62,65
31,65,53,41,61,60,60,76
28,65,79,62,53,72,25,43
27,65,82,65,65,65,54,61
26,65,82,61,62,64,59,71
30,65,62,45,52,58,64,64
32,65,53,31,40,37,64,70
28,65,49,38,64,59,59,72
35,65,58,64,52,63,27,56
27,65,82,56,63,67,62,69
30,65,60,30,56,57,64,67
31,65,56,45,54,60,65,66
26,65,33,68,49,52,29,69
31,65,65,26,36,39,65,70
26,65,75,48,63,60,61,74
28,65,58,60,60,65,66,71
27,65,52,62,67,69,46,56
27,65,70,48,52,64,62,70
27,65,60,64,43,61,29,65
27,65,75,59,62,66,35,63
29,65,62,46,55,55,64,69
29,65,75,47,63,66,44,61
30,65,73,51,66,68,51,71
27,65,79,45,64,68,57,62
26,65,77,62,57,67,46,67
28,65,76,28,55,65,61,63
30,65,72,60,59,67,59,71
28,65,50,63,60,64,54,67
29,65,56,41,55,58,63,74
29,65,73,60,60,66,26,57
27,65,74,48,60,66,61,73
31,65,39,65,46,57,32,72
28,65,82,62,60,63,33,57
26,65,73,57,62,65,39,57
27,65,72,58,61,68,48,54
32,65,61,63,63,67,48,63
29,65,83,48,58,62,60,56
30,65,44,24,38,36,62,72
28,65,74,62,39,63,26,70
29,65,65,44,52,55,63,74
30,65,81,28,56,59,62,70
31,65,64,36,43,56,65,66
35,65,84,62,49,69,30,51
27,65,62,38,47,46,66,68
31,65,60,45,63,64,61,61
27,65,60,49,48,43,68,76
30,65,72,65,62,62,46,64
28,65,61,64,43,60,23,66
28,65,75,60,57,65,39,72
34,65,55,67,57,64,31,57
28,65,71,40,57,60,60,77
29,65,55,34,46,56,67,68
27,65,69,60,62,70,40,55
30,65,58,33,58,51,61,78
30,65,73,61,59,66,32,64
27,65,64,63,59,64,30,65
33,65,48,65,56,58,27,70
29,65,62,61,67,62,53,63
28,65,63,53,63,64,57,65
27,65,74,62,57,66,34,60
27,65,75,63,51,61,23,65
33,65,53,48,62,62,59,69
29,65,62,58,64,66,59,55
28,65,65,60,62,63,63,72
29,65,55,40,59,61,64,66
31,65,42,25,40,45,62,78
28,65,81,60,63,64,34,62
29,65,67,59,65,65,49,61
28,65,68,54,63,63,55,70
30,65,55,27,49,43,64,72
28,65,70,64,49,63,28,71
28,65,63,31,44,43,64,71
28,65,76,56,66,68,49,53
30,65,72,58,65,68,47,62
29,65,69,63,51,64,29,66
34,65,79,59,59,65,22,49
30,65,69,63,52,58,24,72
29,65,63,50,65,62,57,69
31,65,73,51,55,58,60,74
28,65,70,47,58,63,62,64
27,65,76,58,60,62,29,57
33,65,36,43,38,34,63,77
33,65,58,62,68,68,34,50
31,65,82,52,61,63,54,61
33,65,55,32,37,44,65,65
27,65,82,57,60,64,53,59
30,65,43,23,29,32,65,78
32,65,62,66,65,64,45,63
29,65,56,66,42,54,21,78
28,65,68,66,61,66,32,60
30,65,58,65,63,67,30,42
28,65,48,21,44,40,67,63
28,65,77,63,58,67,28,61
29,65,60,65,50,61,30,64
30,65,55,28,40,39,66,69
17,64,76,64,53,62,26,58
18,64,55,63,47,57,34,63
19,64,77,63,53,65,19,55
17,64,84,62,53,64,26,53
18,64,67,55,62,69,53,51
19,64,79,45,56,73,31,48
18,64,56,45,59,70,56,47
18,64,77,64,50,59,25,58
19,64,86,53,56,68,28,50
18,64,75,63,49,68,27,49
19,64,74,56,58,67,47,55
18,64,67,43,58,55,59,68
19,64,68,63,50,62,28,66
18,64,68,42,58,65,62,50
17,64,63,60,58,65,20,57
18,64,79,41,60,67,58,72
19,64,71,57,63,66,46,51
17,64,78,57,57,70,23,43
18,64,80,62,56,67,23,39
20,64,60,52,60,66,59,67
19,64,72,59,60,68,25,49
19,64,66,51,64,65,45,51
19,64,76,45,59,69,57,52
18,64,76,59,44,60,22,79
20,64,71,49,63,70,52,65
19,64,77,56,54,68,32,53
20,64,66,30,47,49,64,67
19,64,79,59,55,66,21,55
19,64,73,56,58,66,36,64
18,64,72,60,53,71,25,59
17,64,79,57,56,69,26,47
19,64,70,60,47,65,23,58
20,64,73,51,46,64,64,60
18,64,72,48,60,67,36,50
19,64,59,51,61,65,55,54
19,64,74,61,58,65,28,42
19,64,58,44,56,60,62,64
19,64,53,65,48,60,31,71
19,64,63,48,62,67,51,54
17,64,77,55,59,70,43,51
17,64,70,67,49,66,33,54
20,64,47,32,33,38,64,67
19,64,74,51,63,66,60,63
19,64,70,64,40,60,20,57
20,64,56,55,66,64,55,53
20,64,84,63,59,67,26,59
21,64,67,29,33,43,61,78
21,64,61,29,42,46,64,58
20,64,75,54,56,69,25,43
20,64,74,58,60,66,34,47
20,64,68,63,59,68,42,45
18,64,73,53,60,65,43,53
18,64,82,62,55,66,34,68
18,64,65,42,50,54,63,68
19,64,67,62,47,60,30,64
19,64,59,25,39,40,64,58
20,64,64,58,60,66,42,53
20,64,59,26,54,43,64,64
18,64,59,35,44,41,65,66
20,64,66,37,46,51,65,64
20,64,65,41,61,60,60,66
20,64,54,67,40,55,37,61
20,64,64,63,50,64,39,55
20,64,64,49,59,66,51,52
21,64,66,46,60,67,64,62
20,64,71,60,54,71,41,41
21,64,75,61,58,67,31,47
19,64,74,30,61,66,59,61
21,64,69,60,62,62,59,65
19,64,68,59,62,68,33,35
21,64,62,56,59,66,55,54
21,64,78,56,57,63,61,68
21,64,61,24,52,62,65,63
19,64,69,54,61,67,37,55
19,64,81,45,59,72,57,53
19,64,62,60,64,69,40,39
20,64,65,65,56,61,21,54
18,64,66,63,56,63,25,62
21,64,66,58,65,63,36,45
19,64,78,47,54,61,62,64
20,64,68,53,64,64,48,48
20,64,73,60,55,68,33,45
19,64,78,61,48,73,31,59
21,64,71,48,63,63,47,61
18,64,63,62,60,65,31,50
17,64,64,66,51,62,24,49
21,64,73,54,63,66,54,49
19,64,58,58,65,68,53,55
19,64,70,52,59,64,60,65
21,64,77,59,60,70,54,51
21,64,52,35,40,42,64,65
20,64,54,27,47,56,62,65
20,64,64,64,48,58,24,61
20,64,72,53,59,65,51,62
19,64,66,63,60,67,33,50
20,64,78,60,59,67,32,40
19,64,66,48,65,66,59,65
18,64,85,58,54,69,34,58
20,64,79,46,59,68,59,71
19,64,76,59,63,65,27,55
21,64,64,35,63,60,57,68
21,64,49,52,64,61,42,45
21,64,61,66,52,65,30,52
19,64,68,50,63,66,53,61
19,64,54,32,41,45,67,58
20,64,73,62,40,61,18,51
19,64,73,48,56,69,59,65
19,64,51,30,39,42,64,70
21,64,59,21,41,42,63,68
19,64,92,56,54,63,27,55
21,64,71,38,54,55,60,61
19,64,58,36,47,47,63,66
21,64,67,31,55,58,61,70
21,64,62,28,34,50,62,72
21,64,58,29,44,51,62,71
21,64,80,58,53,72,26,40
20,64,66,45,68,65,45,63
20,64,84,45,57,66,57,64
20,64,63,61,63,65,45,64
20,64,60,51,62,65,57,65
20,64,70,59,59,70,25,39
20,64,64,35,46,51,62,66
21,64,91,47,50,69,24,59
20,64,67,50,63,71,29,54
19,64,53,35,55,60,60,68
21,64,77,31,49,63,63,50
22,64,71,55,59,66,56,57
20,64,69,67,47,62,28,60
19,64,86,59,54,66,20,51
21,64,66,47,56,57,61,69
21,64,63,28,48,56,64,62
20,64,67,38,58,57,60,70
19,64,67,61,47,65,25,64
19,64,72,62,65,68,22,46
19,64,75,55,61,72,33,42
22,64,78,61,53,68,28,52
21,64,66,52,63,70,41,53
21,64,64,63,46,61,19,55
20,64,59,32,36,40,66,64
21,64,76,59,52,69,30,61
22,64,68,55,62,67,32,46
21,64,62,63,48,59,26,61
18,64,75,54,61,71,31,44
23,64,48,59,66,65,61,41
23,64,62,44,45,44,61,74
21,64,79,57,62,69,38,57
21,64,87,59,57,69,26,46
22,64,54,57,64,64,51,47
22,64,72,62,57,70,29,54
20,64,72,55,49,64,63,71
22,64,55,64,44,58,32,66
21,64,81,40,57,62,60,63
21,64,70,33,55,60,63,66
21,64,66,50,66,65,43,48
21,64,46,39,58,54,62,70
21,64,58,27,43,40,65,64
22,64,84,55,56,65,58,71
20,64,75,50,60,67,55,55
21,64,81,47,59,59,60,68
20,64,51,30,43,45,63,68
22,64,63,36,44,40,63,66
20,64,58,39,59,60,60,67
22,64,68,56,61,65,57,58
21,64,78,58,54,65,38,69
21,64,39,35,42,51,65,66
21,64,64,33,45,46,65,69
20,64,76,64,57,64,23,58
20,64,70,60,60,66,32,46
22,64,66,52,61,62,48,54
20,64,44,22,40,39,65,54
20,64,82,38,55,64,61,69
20,64,79,62,53,66,33,58
19,64,74,30,58,71,59,64
19,64,69,50,58,63,62,69
21,64,60,34,50,41,61,70
22,64,62,33,60,54,61,68
18,64,63,38,55,52,65,66
22,64,62,47,61,64,59,59
20,64,72,41,54,63,61,71
19,64,61,56,60,68,53,57
21,64,67,58,62,64,44,52
21,64,67,46,59,64,60,69
19,64,66,30,42,38,63,72
20,64,80,60,54,67,30,61
23,64,55,29,44,49,64,66
22,64,62,51,58,61,61,71
22,64,67,54,61,68,46,62
22,64,78,64,54,64,35,61
21,64,76,33,53,62,60,68
20,64,51,65,49,63,34,64
22,64,90,55,53,69,34,51
22,64,92,31,54,64,54,62
22,64,71,61,43,63,30,62
21,64,77,56,58,70,33,56
21,64,66,49,61,68,40,41
22,64,85,61,47,63,31,74
20,64,72,42,55,63,63,73
20,64,62,30,40,48,62,72
21,64,69,58,63,63,61,53
20,64,66,63,49,65,26,52
22,64,79,59,54,64,61,55
21,64,67,39,52,55,63,74
20,64,73,59,60,65,46,59
20,64,67,59,60,65,26,56
20,64,84,42,55,63,60,66
20,64,76,57,63,68,52,58
21,64,74,30,50,65,60,60
22,64,54,31,49,54,62,70
20,64,73,53,56,63,49,75
21,64,66,38,55,59,63,65
22,64,81,60,55,66,25,53
21,64,40,27,35,36,62,64
21,64,80,64,48,64,24,56
21,64,62,29,37,36,64,69
21,64,79,41,52,67,58,60
22,64,78,58,60,69,42,51
20,64,61,49,60,62,59,66
20,64,79,37,58,62,61,56
19,64,58,29,39,39,65,65
21,64,68,64,50,64,19,55
21,64,83,27,55,59,59,55
20,64,78,32,48,66,62,55
22,64,61,50,64,63,50,51
22,64,55,26,36,46,64,66
20,64,67,63,44,58,20,66
20,64,66,51,63,68,52,49
23,64,71,53,61,64,53,73
22,64,82,62,54,68,42,53
22,64,55,50,66,66,44,53
23,64,62,62,49,58,29,64
23,64,71,57,65,66,42,65
23,64,67,36,57,61,64,66
23,64,64,39,54,55,61,72
22,64,78,58,59,71,27,42
23,64,77,50,62,66,60,67
23,64,74,59,57,68,36,47
23,64,64,62,62,68,39,51
20,64,66,59,55,77,21,37
22,64,77,50,58,69,38,58
22,64,66,60,62,69,42,46
24,64,58,29,44,47,64,69
23,64,57,35,47,47,63,66
23,64,78,50,59,64,61,63
21,64,67,40,57,62,62,60
22,64,75,60,60,65,61,68
23,64,61,30,43,47,66,62
20,64,70,52,62,65,49,61
21,64,68,37,46,52,62,72
24,64,67,43,51,58,62,72
21,64,78,28,39,38,62,75
20,64,83,47,56,64,57,69
22,64,58,27,50,46,64,67
21,64,63,32,47,50,64,63
20,64,75,59,43,60,28,63
21,64,74,59,63,69,54,63
20,64,79,50,54,67,59,68
23,64,67,43,57,62,59,68
21,64,75,61,56,68,29,48
20,64,77,53,59,68,21,58
21,64,63,54,57,59,66,74
20,64,70,64,59,65,35,63
24,64,71,55,63,65,61,68
21,64,68,59,64,64,36,56
21,64,71,60,57,65,39,70
22,64,73,56,60,71,30,56
23,64,78,59,55,64,53,69
21,64,71,55,61,66,50,61
19,64,68,28,40,40,63,71
23,64,72,29,51,63,62,58
21,64,72,52,58,63,61,71
22,64,67,40,50,54,63,69
20,64,80,59,59,67,29,48
20,64,73,56,57,70,37,62
22,64,72,38,55,57,62,63
20,64,72,45,59,66,58,70
21,64,65,56,61,62,62,73
22,64,80,32,47,64,62,61
22,64,82,53,57,68,24,49
22,64,73,30,54,58,64,62
21,64,69,60,60,65,27,61
22,64,60,60,60,63,53,59
21,64,68,65,48,63,23,56
22,64,53,46,57,60,61,75
22,64,72,33,52,62,61,59
18,64,70,52,54,70,25,59
21,64,76,57,60,64,36,60
21,64,63,29,38,54,64,68
20,64,56,64,46,61,23,65
23,64,65,55,63,65,50,61
22,64,72,63,44,57,23,69
23,64,56,43,65,69,50,65
24,64,66,48,60,66,58,67
22,64,78,62,54,63,41,67
23,64,73,48,58,64,60,78
24,64,67,53,52,54,62,70
23,64,60,36,45,53,63,69
22,64,86,62,43,63,23,56
22,64,58,55,62,64,62,53
21,64,52,39,52,50,63,61
23,64,53,37,51,51,63,72
22,64,64,46,55,59,64,74
23,64,66,51,63,69,59,63
24,64,58,37,56,50,61,70
21,64,71,60,57,67,45,60
20,64,73,47,52,57,62,68
22,64,60,59,59,61,62,77
22,64,66,37,47,53,63,72
22,64,78,63,47,64,20,66
23,64,77,62,61,66,44,57
22,64,80,57,65,68,45,61
23,64,77,63,54,65,39,63
22,64,73,57,63,66,51,62
23,64,64,40,47,51,62,69
22,64,76,64,46,60,21,58
23,64,80,52,57,68,31,58
21,64,66,59,55,64,60,66
19,64,57,49,60,58,63,51
23,64,71,33,40,44,64,66
23,64,61,34,59,53,63,67
21,64,65,47,54,57,63,75
23,64,64,33,57,60,62,70
21,64,70,61,51,62,33,62
24,64,52,24,40,44,62,73
21,64,60,44,51,52,62,76
23,64,72,53,57,67,57,61
23,64,73,62,57,62,32,58
23,64,62,39,51,54,63,58
22,64,70,64,53,59,25,65
22,64,68,54,62,66,59,66
23,64,81,54,57,69,42,52
23,64,66,54,63,63,47,57
22,64,63,49,51,59,63,59
20,64,73,51,51,51,62,61
24,64,67,50,60,66,49,53
24,64,81,61,59,66,61,77
24,64,73,40,55,57,59,71
25,64,64,38,48,57,63,65
24,64,76,56,60,65,44,65
24,64,81,58,51,68,20,58
24,64,60,60,66,65,59,66
24,64,59,39,43,41,61,72
23,64,70,59,62,68,57,60
23,64,80,60,51,59,43,82
23,64,82,37,55,63,59,70
23,64,50,27,40,46,62,71
24,64,75,65,63,67,56,67
22,64,60,33,39,51,64,68
23,64,81,57,59,65,32,56
23,64,70,43,58,64,60,65
23,64,85,59,54,67,26,52
22,64,69,32,51,57,65,71
24,64,73,45,50,56,62,68
21,64,59,32,45,50,61,76
22,64,75,45,59,64,60,65
23,64,83,40,52,66,60,67
23,64,75,45,55,60,62,67
22,64,61,43,62,63,63,65
23,64,64,63,60,60,60,69
23,64,55,53,65,65,52,57
22,64,71,51,60,68,26,50
22,64,71,41,57,59,59,71
21,64,54,61,49,62,32,67
25,64,49,49,55,59,59,68
25,64,64,34,37,32,62,73
23,64,71,31,45,49,62,69
21,64,71,35,49,63,63,70
23,64,60,49,54,61,60,71
22,64,42,30,50,44,67,50
22,64,73,56,61,63,63,63
24,64,67,59,61,65,60,61
19,64,67,51,63,63,62,66
22,64,70,60,60,69,34,54
23,64,78,57,56,61,60,68
24,64,77,61,59,66,23,59
22,64,82,53,56,63,41,73
19,64,48,44,50,51,61,70
23,64,59,32,45,48,62,68
22,64,62,63,44,63,31,71
22,64,73,62,44,53,36,71
22,64,75,44,58,64,63,69
22,64,73,62,48,69,18,55
22,64,62,36,48,45,62,70
23,64,69,62,51,62,23,57
22,64,59,27,39,40,62,70
23,64,63,50,62,67,48,55
25,64,61,33,44,42,64,65
22,64,76,40,52,65,60,62
22,64,62,28,36,44,63,68
24,64,78,50,59,67,57,66
25,64,71,26,46,53,64,70
24,64,74,40,54,55,59,60
24,64,92,59,55,63,35,59
