,Размер,Вес,Сладость,Хрусткость,Сочность,Спелость,Кислотность,Качество
1962,-1.009,0.485,-1.496,1.855,2.364,0.615,-1.82,1
1963,-0.588,-0.862,2.351,2.296,0.634,0.594,-0.122,1
1964,-0.351,-1.941,0.73,0.838,-0.537,2.735,0.141,1
1965,-1.147,-1.547,-0.358,1.433,1.723,0.152,2.424,0
1966,-4.298,0.809,1.973,0.741,1.067,-0.926,-1.931,1
1967,1.301,-3.783,-2.517,-0.474,2.072,0.25,-1.94,1
1968,-2.852,-0.611,-1.194,1.178,-0.274,1.491,-1.132,0
1969,-2.737,-2.43,4.121,0.618,0.595,0.461,-0.944,1
1970,-0.467,0.853,-3.116,-0.059,-2.264,3.83,-0.142,1
1971,-2.378,0.231,-1.39,-0.69,0.904,2.409,-0.827,0
1972,-1.248,-1.98,2.403,1.331,0.607,0.823,2.451,1
1973,0.906,-0.751,-3.486,0.998,-1.824,4.787,-6.548,0
1974,-1.39,-0.534,0.251,0.792,1.065,0.52,-0.476,0
1975,-3.562,-1.351,2.521,2.385,-0.643,-0.116,1.303,0
1976,-1.539,0.194,-0.925,1.119,-0.678,1.809,1.156,0
1977,-2.689,-0.069,0.121,2.608,-3.384,2.086,-3.548,0
1978,-0.657,-1.238,1.037,2.137,2.92,0.691,-2.321,1
1979,-3.573,1.06,1.47,-1.684,1.326,0.309,-2.091,1
1980,0.265,-2.387,0.748,3.268,3.201,0.241,-0.27,1
1981,-1.685,-4.621,4.931,-0.764,1.517,2.212,1.308,1
1982,-1.532,-2.756,1.131,0.09,-0.332,-0.874,4.788,0
1983,-0.229,-3.574,0.838,2.552,2.398,1.49,-3.173,1
1984,-1.507,-0.372,-4.486,0.048,-1.11,4.962,-0.394,0
1985,-1.942,-2.253,2.653,1.339,0.106,1.463,1.455,1
1986,1.196,-1.922,2.433,0.293,0.519,1.313,-1.483,1
1987,-3.939,-0.704,3.133,2.001,3.256,-1.506,0.402,1
1988,1.279,0.127,-0.986,1.056,0.124,-1.098,-0.622,0
1989,0.536,-2.901,-0.649,0.677,-0.099,-0.941,-0.445,1
1990,-1.4,-1.17,-0.515,2.554,2.456,0.409,0.356,1
1991,-2.793,-0.012,0.807,-1.531,1.527,0.968,-2.739,1
1992,-2.586,-0.046,0.871,-0.137,-0.037,1.072,1.5,1
1993,1.075,0.665,-0.426,1.318,3.457,-2.589,1.915,1
1994,-3.449,1.679,0.084,1.709,3.577,-2.207,-2.143,1
1995,-0.727,0.233,-0.148,-2.584,0.741,-0.477,1.4,1
1996,-0.853,-3.685,4.863,1.335,1.873,0.619,0.597,1
1997,-3.254,1.376,0.356,-0.635,0.847,-0.442,-1.116,1
1998,-1.283,-0.187,0.4,2.202,1.158,0.173,0.658,1
1999,2.416,-0.997,-3.576,-0.327,4.083,0.965,-0.319,0
2000,-1.111,-0.951,-1.147,0.241,-0.756,0.287,-2.72,0
2001,-6.906,-0.6,3.641,-0.808,3.091,-1.913,-2.135,1
2002,5.403,-4.027,-3.992,1.622,2.086,3.162,4.916,1
2003,0.43,2.581,0.469,0.938,1.339,-2.723,2.579,1
2004,0.448,-1.394,1.27,0.874,1.73,-2.758,1.761,1
2005,-0.089,0.665,-1.784,0.744,1.098,1.648,-3.484,0
2006,-3.655,0.557,-0.327,2.16,5.028,-1.981,-2.031,1
2007,-1.774,-0.216,0.411,0.757,1.045,-0.931,2.189,0
2008,-1.912,-1.206,-3.647,1.101,-2.655,2.27,-2.198,0
2009,-0.289,-0.779,1.013,1.221,1.674,-0.872,0.068,0
2010,-0.509,-1.615,1.424,1.601,0.677,0.982,1.034,1
2011,1.465,-3.362,-2.568,2.725,1.963,-0.538,1.788,1
2012,0.114,-4.077,1.573,0.961,-1.385,0.496,-2.87,0
2013,1.637,-0.331,-5.287,0.624,2.179,2.365,-1.378,0
2014,-0.576,-4.426,-0.262,-1.557,5.079,-1.728,1.509,1
2015,0.477,-2.932,-0.319,0.73,-2.87,-0.002,-3.048,0
2016,-2.254,-0.357,-2.4,1.671,1.082,1.409,-1.789,0
2017,-0.923,-1.977,3.451,3.81,-4.93,-5.611,-1.094,0
2018,-1.558,-1.471,-1.669,0.306,2.126,3.336,-0.649,0
2019,0.154,-1.163,-2.76,0.982,1.726,2.388,0.258,0
2020,1.165,-2.341,-0.491,2.897,0.864,2.694,-0.202,1
2021,1.581,-1.938,0.709,0.962,-0.913,3.317,0.855,1
2022,3.733,-2.63,1.514,1.712,-1.679,-1.706,-0.51,0
2023,2.316,-3.853,-1.188,3.766,0.94,-1.025,2.48,1
2024,-0.08,-1.122,-2.112,3.121,-2.889,3.305,-1.446,0
2025,-3.524,0.494,-0.275,0.046,-3.123,-2.133,-1.669,1
2026,-1.784,-2.933,0.277,0.285,2.387,1.773,1.186,0
2027,3.027,-0.767,-3.016,-0.286,1.866,1.472,0.433,1
2028,-2.024,-2.344,-0.224,-0.469,5.812,0.785,4.435,0
2029,-1.571,1.182,0.986,-0.249,-0.559,0.147,-0.45,1
2030,-4.805,2.314,0.755,-0.769,1.506,-1.124,-2.428,1
2031,3.153,0.673,-1.705,4.512,1.351,-1.023,4.821,1
2032,1.106,-0.943,0.131,-2.081,2.093,-0.651,1.175,1
2033,0.237,-2.099,-3.944,2.189,-0.837,1.279,-3.213,0
2034,-0.62,-0.483,0.334,1.044,1.267,0.699,-2.283,1
2035,-5.88,0.986,0.484,0.896,3.64,-1.692,-1.425,1
2036,-0.569,-1.894,1.451,0.545,-3.622,-0.952,-1.373,0
2037,1.57,-0.911,-3.696,2.354,-1.277,1.016,0.327,1
2038,3.948,-1.641,-4.283,-0.298,6.328,-0.196,1.885,0
2039,1.526,-2.208,-1.031,2.535,-1.323,-0.569,-1.736,0
2040,-0.519,-2.409,-1.4,1.389,2.121,-1.978,-0.083,1
2041,-4.419,-3.257,-0.881,-2.073,-1.333,5.918,-3.508,0
2042,-3.36,-0.454,0.985,-1.76,0.094,1.954,-1.717,0
2043,-0.661,-2.028,-1.004,0.096,1.111,1.144,1.987,0
2044,-3.87,0.548,-2.412,-0.338,1.522,2.497,-2.423,0
2045,-0.597,4.37,0.182,3.256,-1.491,-3.31,2.729,1
2046,-2.14,-1.473,-0.546,1.372,0.663,1.267,3.605,0
2047,-2.493,-2.438,0.709,0.462,-0.889,0.529,-3.236,0
2048,-1.898,-3.683,4.522,1.289,2.63,0.242,-0.299,1
2049,-0.869,1.49,-3.34,0.888,-1.321,2.647,2.356,0
2050,-1.251,-0.043,0.591,0.887,1.369,-0.615,-1.017,0
2051,-2.221,-3.086,-0.737,-0.931,-0.906,2.93,-4.183,0
2052,0.236,-0.744,-2.239,1.93,-1.332,0.934,-0.287,0
2053,0.303,-2.012,1.9,0.533,1.703,1.261,-0.45,0
2054,-1.77,-2.62,2.71,0.433,2.981,1.307,-3.089,1
2055,-0.567,3.333,-4.557,-1.008,-1.19,2.6,-3.023,1
2056,-0.793,1.365,-1.139,1.449,-0.495,0.758,2.345,0
2057,-2.619,1.933,-0.681,2.047,2.019,-1.169,-2.486,1
2058,-0.486,-3.296,3.069,1.284,0.288,1.821,0.293,1
2059,1.336,0.728,-2.595,1.424,-0.038,-0.618,-0.292,0
2060,1.848,0.47,-0.994,-1.029,4.308,-2.857,1.84,0
2061,-1.367,1.253,2.7,0.152,1.042,0.372,3.316,0
2062,-1.622,2.119,-1.657,0.818,-0.985,0.23,1.502,0
2063,-1.231,0.55,-0.916,0.556,-0.316,0.552,-1.191,0
2064,0.059,-3.29,3.873,1.194,1.27,1.176,-0.839,1
2065,-0.007,-2.044,-3.749,1.003,-2.527,2.466,-2.376,0
2066,0.665,1.028,-1.281,2.603,-0.144,0.734,1.105,1
2067,2.255,-3.52,-2.498,0.688,0.966,0.363,-2.009,1
2068,-1.038,-0.108,0.629,1.425,0.334,-1.375,0.285,0
2069,-0.769,-2.158,1.902,1.127,-0.201,1.913,-0.063,1
2070,-1.095,-0.69,0.08,0.421,-0.712,-1.995,-0.156,1
2071,-2.023,-1.661,2.593,0.702,0.787,0.932,0.342,1
2072,0.132,-0.768,-4.736,-1.745,3.887,2.01,0.163,0
2073,-0.397,-2.0,-1.208,0.483,0.058,1.387,-0.095,0
2074,0.877,-0.901,0.373,1.063,-3.23,-1.772,-0.551,0
2075,-2.296,-2.918,-1.059,0.617,-1.959,2.531,-3.004,0
2076,-1.811,-1.204,1.453,1.445,0.425,0.413,1.089,1
2077,-2.466,-1.852,2.663,1.892,1.069,0.291,-0.399,1
2078,-0.198,-0.497,0.352,0.059,1.804,0.368,-4.535,1
2079,1.11,-2.79,-0.322,1.797,-4.667,-0.252,-1.127,0
2080,-2.859,0.127,2.576,1.556,0.821,0.077,0.16,1
2081,1.637,-1.263,-2.504,2.175,-1.618,0.744,-1.014,0
2082,1.224,-1.578,-2.496,1.978,-1.0,1.465,-1.495,0
2083,-0.73,-0.513,-2.419,3.088,-0.296,-1.76,0.079,1
2084,-4.887,-0.358,1.171,-1.406,0.791,0.56,-2.137,1
2085,-2.05,-1.269,2.499,-0.078,-0.06,1.826,1.887,1
2086,-3.309,-0.714,-0.953,-1.556,-1.433,1.39,-3.122,0
2087,1.731,-2.408,-0.497,-1.808,0.962,0.636,1.383,1
2088,-2.647,0.092,-2.892,-0.584,-0.911,3.693,-0.618,0
2089,-1.9,-1.093,-3.181,0.771,-1.916,1.975,-2.247,0
2090,-1.834,0.852,-2.358,0.658,-1.532,1.984,0.81,0
2091,-0.001,-3.555,-1.11,2.093,-1.969,0.401,-3.514,0
2092,-2.649,-2.986,3.761,-0.084,1.79,0.36,-3.427,1
2093,1.835,2.635,-2.241,1.253,0.554,0.016,3.292,1
2094,-0.599,2.046,-2.878,0.505,0.229,1.891,2.212,0
2095,-1.546,-2.29,0.215,2.274,-2.369,-0.11,-1.499,0
2096,-1.889,-1.484,2.042,-1.903,-0.654,3.43,-1.42,1
2097,-2.426,0.546,0.567,-1.149,1.229,-0.207,-4.118,1
2098,2.563,-0.594,-5.572,0.371,-0.736,2.904,-4.068,0
2099,-1.671,0.251,0.771,1.527,1.649,0.696,-1.139,1
2100,-1.473,-0.118,-4.149,2.171,-0.87,3.486,0.556,0
2101,-0.92,0.823,-0.637,0.785,2.516,-0.807,-3.636,1
2102,0.025,-0.774,-4.82,1.13,-3.018,2.716,-0.991,0
2103,0.545,-2.95,-1.561,0.391,1.898,3.018,-3.037,0
2104,-0.737,-1.466,0.21,-0.157,0.514,-1.754,0.638,1
2105,-1.717,-1.228,-0.872,0.932,-2.082,0.003,-2.246,0
2106,-0.489,4.094,-0.118,3.427,-1.233,-3.76,-0.361,1
2107,-3.639,-0.338,0.337,-0.691,1.007,4.552,1.137,0
2108,-0.999,-1.54,2.157,1.559,0.679,0.749,-1.357,1
2109,-0.09,-1.727,1.354,0.264,2.006,1.038,-3.391,1
2110,-1.114,-0.782,-1.016,3.869,-0.456,-1.2,-0.778,0
2111,-0.695,-1.573,-2.502,2.817,-3.08,2.545,0.518,0
2112,-0.496,-0.749,0.824,0.112,-0.537,1.828,-0.856,1
2113,-1.226,-1.243,-1.206,2.787,1.796,-2.926,0.933,1
2114,-0.322,-2.575,0.33,0.312,-1.844,0.237,-2.716,0
2115,-1.805,-2.012,-2.07,0.095,4.65,1.991,4.431,0
2116,1.14,0.167,-2.012,2.453,-2.626,-0.25,-1.934,0
2117,1.208,-4.526,3.422,0.756,0.51,2.842,-0.576,1
2118,-0.799,-1.059,-2.448,-1.491,5.794,-0.325,2.309,0
2119,-2.901,-2.392,4.162,0.974,1.285,0.319,0.107,1
2120,4.835,-5.187,-1.23,1.01,4.759,0.311,2.608,1
2121,-0.677,-2.809,3.887,2.564,3.021,0.314,0.392,1
2122,-4.381,0.81,0.867,-0.296,1.277,-0.536,-1.109,1
2123,-2.649,-0.212,2.473,-1.888,-1.407,2.44,1.371,0
2124,0.325,-0.921,-1.861,2.151,0.402,0.015,-1.361,0
2125,-1.558,-1.173,0.195,-0.165,-0.839,1.011,-1.639,0
2126,-2.261,-0.599,2.605,1.534,1.356,-3.368,6.267,0
2127,-1.489,-0.449,-2.559,1.008,0.557,2.005,-1.392,0
2128,-0.793,-0.23,-3.056,1.945,-0.509,2.216,0.148,0
2129,-1.87,0.488,2.42,-2.465,0.324,1.3,-2.047,1
2130,0.113,-1.004,-0.924,3.034,0.189,1.915,0.838,1
2131,2.618,0.082,-0.365,1.388,0.909,-0.705,2.27,1
2132,1.027,-1.012,-0.246,2.047,-2.116,-0.038,1.137,0
2133,0.292,-2.839,0.334,1.397,-0.44,-0.263,-2.947,0
2134,-1.477,0.598,-3.959,1.108,-2.308,1.971,0.201,0
2135,0.899,-1.96,-0.962,1.97,0.607,3.058,1.193,1
2136,-1.15,-0.459,0.635,0.776,1.557,0.49,-2.074,1
2137,-1.288,-2.045,-1.572,2.047,0.502,1.192,-2.712,0
2138,-0.143,-0.481,-2.286,1.401,0.148,-1.13,-2.215,1
2139,-0.601,0.652,-0.925,1.871,-0.863,0.858,2.199,0
2140,-1.5,-2.548,-0.821,0.772,-1.203,1.068,-3.257,0
2141,2.313,-1.963,-1.548,-0.031,-1.464,4.328,-0.835,1
2142,3.726,-1.358,-0.488,2.826,1.795,-0.904,4.094,1
2143,2.885,0.035,-0.306,1.462,-2.299,-0.933,1.876,0
2144,0.156,-1.45,-3.62,-0.489,3.143,2.725,0.24,0
2145,1.653,-4.981,0.874,4.48,-1.878,-2.155,-3.546,0
2146,-1.866,1.058,-0.485,-0.063,-1.784,2.256,-0.151,1
2147,1.473,-0.533,-4.4,2.292,0.149,0.556,-0.858,1
2148,0.094,1.041,-0.61,1.285,1.107,-2.004,2.872,0
2149,1.136,-0.295,-1.619,1.987,0.02,-0.84,2.569,0
2150,-0.144,0.621,-1.931,3.21,0.427,1.094,2.252,0
2151,-0.211,3.164,-1.109,3.981,1.264,-3.791,0.126,1
2152,0.764,-2.339,1.642,0.88,-1.781,0.666,0.179,0
2153,-0.823,1.277,-0.502,-0.764,0.316,-1.185,2.222,1
2154,-0.441,-0.046,-1.638,1.061,-0.504,0.852,-0.129,0
2155,0.602,-2.206,-0.261,1.955,3.789,-2.591,2.893,1
2156,-1.587,-2.824,3.473,1.763,0.684,0.428,-2.179,1
2157,0.783,-1.866,-0.644,1.095,1.037,2.836,-1.277,1
2158,1.837,-1.359,-1.229,2.757,-0.909,0.284,0.468,0
2159,0.587,-1.334,-0.292,1.136,-1.938,-0.401,-0.921,0
2160,0.155,-0.736,-1.377,3.193,-2.946,-1.047,-0.595,1
2161,-2.476,-0.452,0.931,1.458,0.693,0.41,0.288,1
2162,-2.803,-1.628,-3.316,1.045,0.063,4.655,-1.606,0
2163,0.531,-0.814,0.016,1.48,2.034,-2.742,-0.534,1
2164,-1.219,0.556,1.295,1.165,0.662,-0.801,0.94,0
2165,0.43,-1.904,-1.474,1.097,-2.204,0.726,-1.662,0
2166,-0.062,-0.214,-0.242,2.85,1.908,0.218,-0.247,1
2167,1.931,-0.323,-2.583,0.634,0.813,0.787,-3.262,0
2168,1.716,-3.911,-2.836,1.299,0.993,0.548,0.246,1
2169,-0.878,-0.404,0.783,0.903,-0.13,0.36,0.483,0
2170,1.816,-1.401,-1.194,1.7,0.877,-0.031,0.558,0
2171,-0.048,1.481,-1.242,1.153,0.707,0.402,-2.651,0
2172,4.463,-1.133,0.826,-2.598,5.462,0.314,5.919,1
2173,2.07,-1.987,-2.658,2.204,0.341,0.276,1.03,1
2174,-4.389,-2.012,0.416,1.155,0.845,1.777,5.615,0
2175,4.306,-3.431,-2.63,3.622,1.386,3.793,0.116,1
2176,-0.768,-2.105,-0.49,2.695,1.602,1.899,-1.414,1
2177,-1.043,-0.708,-0.157,0.951,1.028,0.461,-1.083,0
2178,-0.903,-4.034,2.159,1.725,-0.161,-1.027,-4.448,0
2179,-2.567,-0.539,2.661,0.434,0.049,-0.023,-0.603,1
2180,2.204,-0.448,-1.235,1.647,1.229,-0.413,2.399,1
2181,-0.453,-2.181,-2.411,-0.568,1.583,1.725,3.052,0
2182,1.587,-0.45,1.155,0.349,0.418,-1.4,2.531,1
2183,-0.666,-2.232,1.32,0.582,-1.236,0.634,-1.161,0
2184,-0.13,-4.69,1.126,3.036,2.296,2.492,-0.476,1
2185,-3.921,-0.313,-2.418,-1.32,-0.682,3.743,-2.27,0
2186,-3.083,-1.78,0.475,2.033,1.007,1.329,4.034,0
2187,0.751,1.246,0.79,-2.375,0.405,-0.434,3.67,1
2188,-0.39,1.904,-1.118,1.559,-1.583,-1.294,1.575,1
2189,-0.909,-3.348,4.132,-1.192,2.331,0.994,-2.44,1
2190,-1.222,-1.39,-0.849,2.346,1.522,-2.986,0.42,1
2191,2.808,-1.0,-1.398,0.684,2.945,-0.607,1.561,1
2192,-0.503,-0.704,-3.884,0.628,2.459,3.698,-0.41,0
2193,-2.448,0.825,0.143,1.479,1.81,-0.34,0.672,1
2194,1.341,-0.352,-0.91,3.591,0.939,0.094,-0.4,1
2195,-1.311,-1.211,-0.79,1.721,0.214,3.558,-3.0,0
2196,-3.702,3.208,-1.812,-0.984,1.625,-1.27,-7.011,1
2197,0.905,-0.615,-0.252,0.613,2.457,0.053,-2.493,0
2198,-4.625,0.257,-3.987,-1.722,0.069,6.503,-0.919,0
2199,-3.31,-0.12,-3.037,0.563,-1.226,1.858,-1.991,0
2200,1.657,1.924,1.448,2.07,1.715,-2.896,4.515,1
2201,-1.448,-0.472,-0.285,1.471,2.708,1.333,0.658,0
2202,0.705,-0.976,-0.317,0.23,-0.792,-0.687,0.967,1
2203,3.969,-1.731,-5.193,1.31,1.044,2.24,-0.844,0
2204,-2.89,-2.459,-1.91,1.45,0.33,4.569,-0.337,0
2205,-0.891,-1.405,-0.349,1.564,-0.488,1.124,-0.361,0
2206,0.525,-4.488,0.867,1.227,-2.108,1.471,-2.643,0
2207,0.794,-0.05,-1.145,2.031,-0.067,-0.681,0.013,0
2208,1.867,0.036,-0.016,-0.134,3.791,-1.494,3.252,1
2209,-0.939,0.361,-0.892,-0.283,0.701,0.788,-3.496,1
2210,-4.781,2.519,-3.199,0.05,-1.396,0.647,-0.525,0
2211,-0.042,-2.53,-1.488,1.276,-1.192,3.037,-1.245,0
2212,-2.187,0.679,-0.832,-0.3,-0.447,2.105,0.871,0
2213,-0.335,-1.667,-0.105,2.108,-3.645,0.045,0.199,0
2214,-0.651,-3.111,-2.324,1.857,-1.279,2.302,1.616,0
2215,-1.142,-0.795,-0.041,0.739,-1.396,0.458,-0.642,0
2216,-2.162,-0.177,-2.536,0.731,0.216,2.557,-0.693,0
2217,-1.63,-0.295,-3.064,0.51,0.023,3.973,0.307,0
2218,1.23,-2.137,-1.645,1.702,-1.117,1.122,-0.614,0
2219,2.829,-1.154,-6.36,-0.113,2.87,2.805,-2.55,0
2220,-2.436,0.084,0.223,1.399,-1.796,-2.587,0.363,1
2221,0.912,-0.156,-0.457,2.383,-0.87,-1.313,2.552,1
2222,0.62,-0.009,-2.159,1.915,-1.28,-0.343,0.022,1
2223,-2.25,0.851,-0.385,-0.517,-2.969,1.242,1.266,0
2224,-2.516,0.557,-0.257,1.134,1.241,0.292,-0.36,1
2225,0.104,2.431,-0.229,1.316,0.465,-2.762,-0.456,1
2226,-0.515,0.035,-0.46,1.292,0.454,1.536,-0.693,1
2227,-0.279,-0.564,1.889,1.177,-0.131,1.214,-0.55,1
2228,1.275,-0.622,-1.243,1.375,-0.294,-0.191,1.309,1
2229,0.169,-1.877,0.691,1.918,2.777,0.382,-2.955,1
2230,-0.882,-0.63,-2.351,1.094,-2.923,0.701,-1.188,0
2231,-2.186,-0.83,2.286,2.481,-3.498,-1.961,2.843,0
2232,-0.214,-2.314,-3.942,3.562,-5.962,0.301,-1.779,0
2233,-4.058,-1.957,1.791,0.618,1.019,0.699,2.401,0
2234,0.355,-1.295,-0.415,1.213,2.867,-1.967,2.892,1
2235,-3.486,0.021,1.623,-2.131,0.417,0.903,-2.179,1
2236,1.277,-1.984,0.465,1.695,-0.058,-0.606,-0.116,0
2237,-2.13,0.175,-4.646,0.683,1.107,3.909,-1.076,0
2238,-2.224,-1.24,-1.321,1.076,1.047,2.87,1.413,0
2239,-2.244,-1.233,-1.746,-0.973,-1.834,3.342,-1.888,0
2240,-2.888,-2.468,2.064,1.249,2.647,0.732,-1.342,1
2241,-1.664,-3.592,1.79,2.842,2.26,1.567,0.091,1
2242,-1.024,-0.188,-0.703,1.617,0.822,1.033,-0.911,1
2243,-1.595,-0.665,-0.418,0.377,-0.024,0.317,-0.812,0
2244,-1.657,-1.075,-1.116,0.864,2.697,2.223,0.335,0
2245,-2.246,-2.299,1.713,4.44,-2.842,1.574,3.022,0
2246,-3.314,1.26,-0.621,2.028,0.198,2.643,-2.603,0
2247,-3.697,0.761,0.987,2.575,3.974,-2.365,-2.839,1
2248,-1.885,-1.879,-2.436,-0.253,1.921,4.026,-2.545,0
2249,-1.357,-1.528,-3.707,1.441,-1.21,2.922,-1.865,0
2250,-1.623,-0.807,-0.371,0.432,0.467,1.741,-0.837,0
2251,1.202,-1.824,-1.199,0.094,3.268,-0.972,1.631,1
2252,-0.886,-2.209,-0.423,0.507,3.785,-2.925,0.365,1
2253,-4.25,-1.279,0.468,0.697,3.677,2.898,2.975,0
2254,1.757,-4.481,-0.605,-0.45,3.55,0.07,4.111,1
2255,-1.859,-1.809,-1.535,0.945,0.535,2.076,2.053,0
2256,0.482,2.274,-1.456,2.452,0.046,-1.234,-1.006,0
2257,0.153,-2.911,-0.818,2.135,-0.827,0.65,1.815,0
2258,-0.256,-0.539,-0.197,0.723,1.232,0.827,-0.705,0
2259,-1.24,-0.557,-3.528,-0.016,0.242,3.014,-2.012,0
2260,0.471,1.96,-2.666,1.536,-1.871,-0.873,1.634,0
2261,1.425,-1.475,-2.159,2.881,1.153,-0.887,0.255,1
2262,4.103,-1.532,1.739,3.508,-3.582,-3.468,1.812,0
2263,-1.932,-0.437,1.25,3.061,-1.362,0.694,-0.247,0
2264,-2.702,0.348,-0.301,-0.547,1.86,0.63,-0.676,1
2265,-0.815,-1.98,0.941,1.897,-3.812,-3.488,-3.278,0
2266,-2.447,-0.94,1.061,-0.237,-0.061,1.666,-0.836,1
2267,3.802,-1.623,-1.693,-1.49,3.346,1.233,2.524,1
2268,-1.239,-0.381,-0.439,0.49,0.978,1.573,0.356,1
2269,2.189,-1.119,-0.643,0.982,2.79,-1.413,1.633,1
2270,-3.77,0.377,2.823,2.978,-1.666,-1.741,4.157,0
2271,-1.07,-1.455,-2.482,1.203,1.899,2.259,0.894,0
2272,-1.618,-0.128,-2.156,-0.044,-0.294,0.481,-2.703,0
2273,-0.58,0.401,-1.218,2.408,1.368,-2.276,2.11,1
2274,-0.051,-2.188,-1.931,3.156,-2.527,0.384,-1.171,0
2275,1.084,-0.356,-1.143,0.156,-1.099,0.339,1.619,1
2276,-2.205,-2.963,-0.461,2.345,1.721,2.759,2.589,0
2277,1.866,-1.14,-0.021,2.353,0.599,1.803,0.581,1
2278,-1.347,-2.294,0.309,1.536,-0.279,0.057,4.325,0
2279,0.786,0.223,-1.713,0.037,2.192,-0.254,-0.491,0
2280,1.643,-2.031,-1.366,0.278,0.337,0.381,2.048,1
2281,-4.759,-2.516,0.587,1.199,3.219,2.726,5.569,0
2282,-2.111,0.46,1.803,-2.302,-0.227,1.572,-2.64,1
2283,1.199,0.495,0.522,2.34,0.306,-2.82,-0.046,1
2284,-0.933,0.218,2.337,1.027,-0.373,0.109,2.504,0
2285,-1.818,-0.269,-1.234,-0.792,2.61,2.733,-1.82,0
2286,-5.648,-0.867,-0.326,-1.506,1.407,4.398,-2.403,0
2287,-1.034,1.613,-0.216,0.186,-0.107,0.722,-2.851,1
2288,1.988,-1.046,-3.201,2.493,-5.648,0.205,0.523,0
2289,2.863,1.064,-3.841,-1.372,4.362,-1.75,0.722,0
2290,-0.907,-1.319,0.115,0.699,-2.674,2.178,0.964,0
2291,-1.092,-2.32,-3.241,-0.616,3.811,2.543,2.564,0
2292,-1.499,-0.972,-1.038,0.577,0.601,2.003,-0.926,0
2293,-1.542,-0.942,-0.509,1.247,-0.82,0.848,0.944,0
2294,1.209,0.509,-0.536,0.807,-1.66,-0.152,1.653,0
2295,0.712,-2.771,-1.705,0.861,-1.344,0.782,-3.18,0
2296,2.022,-0.947,-3.118,1.637,-2.024,0.928,-2.037,0
2297,0.662,0.666,-1.729,1.37,0.46,-1.435,-0.578,1
2298,-0.43,-0.474,0.085,2.24,1.231,0.469,-1.417,1
2299,1.369,1.695,-1.295,2.305,1.022,-1.808,0.459,1
2300,1.457,-1.893,-0.066,1.273,0.235,1.87,-2.532,1
2301,2.578,-2.529,-3.645,1.892,-0.933,1.164,-2.871,0
2302,1.2,-0.708,-4.002,2.027,-2.099,2.623,-1.577,0
2303,-3.082,-3.368,5.069,-1.427,-0.117,1.061,-1.719,1
2304,0.053,-4.363,2.106,1.694,1.168,2.239,0.49,1
2305,-3.524,-0.465,1.109,-1.888,-0.558,2.896,-0.365,0
2306,-3.08,-1.423,2.005,0.329,1.998,-0.474,2.447,0
2307,0.151,1.083,-3.459,3.348,0.125,-0.324,0.43,0
2308,2.018,0.003,1.571,1.484,3.539,-3.328,3.702,1
2309,3.457,-2.7,-2.154,3.904,2.859,-1.007,0.744,1
2310,-1.073,-1.031,0.619,2.405,-0.049,0.704,0.274,1
2311,3.048,-1.418,-3.721,1.87,1.671,0.753,-0.117,1
2312,-1.319,-0.956,-1.514,-1.254,6.226,1.165,3.08,0
2313,3.818,0.021,-1.557,-0.553,3.332,0.277,1.639,1
2314,0.218,-3.117,4.143,1.482,1.389,0.84,-1.635,1
2315,-1.925,-0.066,-3.766,0.271,-1.263,3.66,-0.466,0
2316,0.231,-2.729,-2.144,-1.4,1.61,0.304,-0.298,1
2317,-2.441,2.39,-1.511,0.134,0.359,1.665,2.23,0
2318,2.764,-0.334,-2.554,0.791,1.486,0.569,1.997,1
2319,-1.747,3.512,-2.192,0.569,1.279,-0.585,-1.189,1
2320,0.66,3.22,0.036,0.405,2.733,-2.811,1.937,1
2321,1.119,-0.668,-4.004,0.383,0.636,1.41,-1.444,0
2322,3.098,-1.732,-1.507,-0.217,4.039,-0.302,0.617,1
2323,-2.18,-1.571,-0.855,-0.444,-0.882,3.51,-1.177,0
2324,0.157,-1.778,-3.742,0.667,1.466,3.441,0.266,0
2325,-1.447,-1.676,-0.465,2.638,-2.621,3.499,-0.495,0
2326,1.668,-1.69,-1.552,2.736,0.636,2.393,1.194,1
2327,4.215,-5.542,-0.329,-0.971,5.462,0.023,0.88,1
2328,-2.971,-1.676,2.674,0.647,1.944,0.727,1.098,1
2329,0.117,-4.094,0.225,1.92,1.487,-2.314,0.379,1
2330,-0.36,-0.693,-3.408,-0.276,0.342,1.674,-0.016,0
2331,-6.67,-1.372,-0.678,-1.65,0.975,4.214,-3.649,0
2332,1.494,-0.786,-1.411,1.133,-0.282,2.259,-0.195,1
2333,0.129,-2.79,2.242,2.584,2.925,0.02,-0.012,1
2334,0.611,-0.977,-2.349,1.173,-1.1,0.119,-0.799,1
2335,1.317,-4.191,1.493,2.629,0.064,3.578,0.798,1
2336,-1.286,-2.465,-0.889,0.661,-0.833,1.743,-2.831,0
2337,-4.769,2.129,-0.074,0.94,2.642,-1.488,-2.205,1
2338,1.558,-3.556,2.209,1.186,0.983,1.78,-0.54,1
2339,-3.049,0.067,1.741,0.8,1.128,-0.948,2.748,0
2340,-0.164,-1.963,-1.888,1.662,0.461,2.524,0.87,0
2341,4.303,0.104,-1.804,4.804,3.563,-1.894,2.502,1
2342,-0.365,-1.461,1.398,1.808,-1.56,-0.315,0.261,0
2343,1.3,-0.519,0.431,1.242,-1.466,1.784,-0.181,1
